Date,Value
4/3/2018,1333.45
4/4/2018,1337.3
4/5/2018,1327.7
4/6/2018,1331.2
4/9/2018,1331.95
4/10/2018,1338.95
4/11/2018,1350.75
4/12/2018,1341.35
4/13/2018,1343.7
4/16/2018,1349.35
4/17/2018,1342.1
4/18/2018,1351.45
4/19/2018,1348.6
4/20/2018,1336.75
4/23/2018,1324.3
4/24/2018,1328.85
4/25/2018,1321.65
4/26/2018,1320.7
4/27/2018,1321.5
4/30/2018,1313.2
5/1/2018,1307.1
5/2/2018,1304.2
5/3/2018,1315.05
5/4/2018,1309.4
5/7/2018,1309.4
5/8/2018,1306.6
5/9/2018,1313.85
5/10/2018,1318.8
5/11/2018,1324.35
5/14/2018,1319.85
5/15/2018,1295
5/16/2018,1291.25
5/17/2018,1289.5
5/18/2018,1288.3
5/21/2018,1288.35
5/22/2018,1293.05
5/23/2018,1289
5/24/2018,1304.85
5/25/2018,1303.5
5/28/2018,1303.5
5/29/2018,1295.5
5/30/2018,1300.7
5/31/2018,1305.35
6/1/2018,1294.6
6/4/2018,1295.45
6/5/2018,1292.05
6/6/2018,1300.1
6/7/2018,1297.25
6/8/2018,1298.25
6/11/2018,1299.6
6/12/2018,1298.65
6/13/2018,1296.15
6/14/2018,1302.75
6/15/2018,1285.25
6/18/2018,1281.55
6/19/2018,1276.15
6/20/2018,1274.2
6/21/2018,1266.15
6/22/2018,1269.15
6/25/2018,1268.7
6/26/2018,1260.3
6/27/2018,1254.6
6/28/2018,1251.55
6/29/2018,1250.45
7/2/2018,1247.8
7/3/2018,1251.75
7/4/2018,1255.65
7/5/2018,1255.5
7/6/2018,1255.35
7/9/2018,1262.05
7/10/2018,1254
7/11/2018,1251.4
7/12/2018,1245.9
7/13/2018,1241.7
7/16/2018,1241.1
7/17/2018,1232.8
7/18/2018,1224.5
7/19/2018,1217.55
7/20/2018,1228.75
7/23/2018,1224.95
7/24/2018,1228.35
7/25/2018,1231.5
7/26/2018,1228.25
7/27/2018,1223.95
7/30/2018,1223.8
7/31/2018,1220.95
8/1/2018,1219
8/2/2018,1215.45
8/3/2018,1216.3
8/6/2018,1209.65
8/7/2018,1212.35
8/8/2018,1209.55
8/9/2018,1214.35
8/10/2018,1214.4
8/13/2018,1200.35
8/14/2018,1197
8/15/2018,1182
8/16/2018,1180.4
8/17/2018,1178.4
8/20/2018,1184.35
8/21/2018,1190.95
8/22/2018,1196.65
8/23/2018,1192.35
8/24/2018,1197.7
8/27/2018,1197.7
8/28/2018,1212.25
8/29/2018,1204.2
8/30/2018,1197.3
8/31/2018,1202.45
9/3/2018,1200.05
9/4/2018,1190.85
9/5/2018,1196.7
9/6/2018,1205.15
9/7/2018,1198.9
9/10/2018,1196.6
9/11/2018,1189.85
9/12/2018,1195.6
9/13/2018,1209.8
9/14/2018,1201.95
9/17/2018,1201.9
9/18/2018,1200.2
9/19/2018,1203.3
9/20/2018,1208.35
9/21/2018,1198.7
9/24/2018,1202.75
9/25/2018,1201.9
9/26/2018,1194.25
9/27/2018,1185.4
9/28/2018,1187.25
10/1/2018,1189.35
10/2/2018,1204.7
10/3/2018,1201.2
10/4/2018,1203.45
10/5/2018,1203.8
10/8/2018,1186.95
10/9/2018,1185.55
10/10/2018,1188.6
10/11/2018,1205.55
10/12/2018,1219.75
10/15/2018,1229.95
10/16/2018,1230.7
10/17/2018,1229.05
10/18/2018,1223
10/19/2018,1227.85
10/22/2018,1222.3
10/23/2018,1235.95
10/24/2018,1230.55
10/25/2018,1230.8
10/26/2018,1233.85
10/29/2018,1230.8
10/30/2018,1225.4
10/31/2018,1214.95
11/1/2018,1231.15
11/2/2018,1232.1
11/5/2018,1232.25
11/6/2018,1231.6
11/7/2018,1229.95
11/8/2018,1224.15
11/9/2018,1211.4
11/12/2018,1205.55
11/13/2018,1202.1
11/14/2018,1203.25
11/15/2018,1211.85
11/16/2018,1222.4
11/19/2018,1221.6
11/20/2018,1223
11/21/2018,1226.1
11/22/2018,1227.05
11/23/2018,1223.65
11/26/2018,1223.4
11/27/2018,1221.2
11/28/2018,1213.25
11/29/2018,1226.25
11/30/2018,1217.55
12/3/2018,1230.3
12/4/2018,1240.3
12/5/2018,1235.9
12/6/2018,1242.55
12/7/2018,1243.3
12/10/2018,1245.35
12/11/2018,1245.3
12/12/2018,1245.75
12/13/2018,1242.75
12/14/2018,1235.35
12/17/2018,1241.65
12/18/2018,1246.3
12/19/2018,1255
12/20/2018,1259.75
12/21/2018,1258.15
12/24/2018,1258.15
12/25/2018,1258.15
12/26/2018,1258.15
12/27/2018,1268
12/28/2018,1279
12/31/2018,1279
1/1/2019,1279
1/2/2019,1282.9
1/3/2019,1290.45
1/4/2019,1279.9
1/7/2019,1292.2
1/8/2019,1286.45
1/9/2019,1288.6
1/10/2019,1291.9
1/11/2019,1288.95
1/14/2019,1292.75
1/15/2019,1294.4
1/16/2019,1292.3
1/17/2019,1290.7
1/18/2019,1284.2
1/21/2019,1279.55
1/22/2019,1282.1
1/23/2019,1279.8
1/24/2019,1283.7
1/25/2019,1293.9
1/28/2019,1302.15
1/29/2019,1307.55
1/30/2019,1310.7
1/31/2019,1323.25
2/1/2019,1318.7
2/4/2019,1312.15
2/5/2019,1314.2
2/6/2019,1312.4
2/7/2019,1310
2/8/2019,1314.85
2/11/2019,1306.4
2/12/2019,1310
2/13/2019,1312.8
2/14/2019,1311.45
2/15/2019,1316.55
2/18/2019,1325.5
2/19/2019,1334.15
2/20/2019,1343.75
2/21/2019,1331.25
2/22/2019,1329.05
2/25/2019,1331.05
2/26/2019,1325.05
2/27/2019,1322.85
2/28/2019,1319.15
3/1/2019,1311.95
3/4/2019,1285.4
3/5/2019,1283.8
3/6/2019,1285.85
3/7/2019,1285.3
3/8/2019,1296.75
3/11/2019,1292.75
3/12/2019,1297.05
3/13/2019,1306.95
3/14/2019,1295.55
3/15/2019,1303.5
3/18/2019,1305.6
3/19/2019,1307.7
3/20/2019,1303.7
3/21/2019,1309.6
3/22/2019,1311.3
3/25/2019,1319.55
3/26/2019,1316.3
3/27/2019,1309.7
3/28/2019,1295.15
3/29/2019,1295.4
4/1/2019,1293.5
4/2/2019,1290.3
4/3/2019,1290.45
4/4/2019,1283.15
4/5/2019,1288.45
4/8/2019,1300
4/9/2019,1303
4/10/2019,1305.45
4/11/2019,1298.8
4/12/2019,1294.3
4/15/2019,1285.65
4/16/2019,1276.35
4/17/2019,1275.85
4/18/2019,1275.7
4/19/2019,1275.7
4/22/2019,1275.7
4/23/2019,1269.5
4/24/2019,1271.65
4/25/2019,1280.8
4/26/2019,1284.2
4/29/2019,1279.5
4/30/2019,1282.3
5/1/2019,1283.8
5/2/2019,1270.95
5/3/2019,1278.55
5/6/2019,1278.55
5/7/2019,1281.2
5/8/2019,1285.2
5/9/2019,1286.1
5/10/2019,1287.1
5/13/2019,1295.6
5/14/2019,1298.4
5/15/2019,1299.1
5/16/2019,1291.7
5/17/2019,1280.8
5/20/2019,1276.85
5/21/2019,1271.15
5/22/2019,1273.8
5/23/2019,1283.65
5/24/2019,1282.5
5/27/2019,1282.5
5/28/2019,1278.3
5/29/2019,1281.65
5/30/2019,1280.95
5/31/2019,1295.55
6/3/2019,1317.1
6/4/2019,1324.25
6/5/2019,1335.05
6/6/2019,1335.5
6/7/2019,1340.65
6/10/2019,1328.6
6/11/2019,1324.3
6/12/2019,1332.35
6/13/2019,1335.9
6/14/2019,1351.25
6/17/2019,1341.3
6/18/2019,1341.35
6/19/2019,1344.05
6/20/2019,1379.5
6/21/2019,1397.15
6/24/2019,1405.7
6/25/2019,1431.4
6/26/2019,1403.95
6/27/2019,1402.5
6/28/2019,1409
7/1/2019,1390.1
7/2/2019,1391.05
7/3/2019,1413.5
7/4/2019,1414.9
7/5/2019,1388.65
7/8/2019,1400.1
7/9/2019,1391.55
7/10/2019,1408.3
7/11/2019,1413.75
7/12/2019,1407.6
7/15/2019,1412.4
7/16/2019,1409.85
7/17/2019,1410.35
7/18/2019,1417.45
7/19/2019,1439.7
7/22/2019,1427.75
7/23/2019,1425.55
7/24/2019,1426.95
7/25/2019,1416.1
7/26/2019,1420.4
7/29/2019,1419.05
7/30/2019,1425.9
7/31/2019,1427.55
8/1/2019,1406.8
8/2/2019,1441.75
8/5/2019,1465.25
8/6/2019,1465.25
8/7/2019,1506.05
8/8/2019,1495.75
8/9/2019,1497.7
8/12/2019,1504.7
8/13/2019,1498.4
8/14/2019,1513.25
8/15/2019,1515.65
8/16/2019,1515.25
8/19/2019,1496.6
8/20/2019,1504.55
8/21/2019,1503.25
8/22/2019,1502.05
8/23/2019,1503.8
8/26/2019,1503.8
8/27/2019,1532.95
8/28/2019,1537.15
8/29/2019,1540.2
8/30/2019,1528.4
9/2/2019,1525.95
9/3/2019,1537.85
9/4/2019,1546.1
9/5/2019,1529.1
9/6/2019,1523.7
9/9/2019,1509.2
9/10/2019,1498.25
9/11/2019,1490.65
9/12/2019,1515.2
9/13/2019,1503.1
9/16/2019,1497.2
9/17/2019,1502.1
9/18/2019,1503.5
9/19/2019,1500.7
9/20/2019,1501.9
9/23/2019,1522.1
9/24/2019,1520.65
9/25/2019,1528.75
9/26/2019,1506.4
9/27/2019,1489.9
9/30/2019,1485.3
10/1/2019,1473.45
10/2/2019,1492.6
10/3/2019,1517.1
10/4/2019,1499.15
10/7/2019,1501.25
10/8/2019,1505.85
10/9/2019,1507.25
10/10/2019,1494.8
10/11/2019,1479.15
10/14/2019,1490.6
10/15/2019,1487.8
10/16/2019,1485.1
10/17/2019,1492.65
10/18/2019,1490
10/21/2019,1491.65
10/22/2019,1485.35
10/23/2019,1494.45
10/24/2019,1496.55
10/25/2019,1513.45
10/28/2019,1492.4
10/29/2019,1486.75
10/30/2019,1492.1
10/31/2019,1510.95
11/1/2019,1508.8
11/4/2019,1509.45
11/5/2019,1488.95
11/6/2019,1486.05
11/7/2019,1484.25
11/8/2019,1464.15
11/11/2019,1458.7
11/12/2019,1452.05
11/13/2019,1462.9
11/14/2019,1466.65
11/15/2019,1466.9
11/18/2019,1467.65
11/19/2019,1468.45
11/20/2019,1471.7
11/21/2019,1467.05
11/22/2019,1464.45
11/25/2019,1458.4
11/26/2019,1454.65
11/27/2019,1454.35
11/28/2019,1454.65
11/29/2019,1460.15
12/2/2019,1461.15
12/3/2019,1477.3
12/4/2019,1475.1
12/5/2019,1475.95
12/6/2019,1459.65
12/9/2019,1461.7
12/10/2019,1464.95
12/11/2019,1466.8
12/12/2019,1467.8
12/13/2019,1466.6
12/16/2019,1477.9
12/17/2019,1475.8
12/18/2019,1474.05
12/19/2019,1476.7
12/20/2019,1479
12/23/2019,1482.1
12/24/2019,1482.1
12/25/2019,1482.1
12/26/2019,1482.1
12/27/2019,1511.5
12/30/2019,1514.75
12/31/2019,1514.75
1/1/2020,1514.75
1/2/2020,1527.1
1/3/2020,1548.75
1/6/2020,1573.1
1/7/2020,1567.85
1/8/2020,1571.95
1/9/2020,1550.75
1/10/2020,1553.6
1/13/2020,1549.9
1/14/2020,1545.1
1/15/2020,1549
1/16/2020,1554.55
1/17/2020,1557.6
1/20/2020,1560.15
1/21/2020,1551.3
1/22/2020,1556.9
1/23/2020,1562.9
1/24/2020,1564.3
1/27/2020,1580.1
1/28/2020,1574
1/29/2020,1573.45
1/30/2020,1578.25
1/31/2020,1584.2
2/3/2020,1574.75
2/4/2020,1558.35
2/5/2020,1553.3
2/6/2020,1563.3
2/7/2020,1572.65
2/10/2020,1573.2
2/11/2020,1570.5
2/12/2020,1563.7
2/13/2020,1575.05
2/14/2020,1581.4
2/17/2020,1580.8
2/18/2020,1589.85
2/19/2020,1604.2
2/20/2020,1619
2/21/2020,1643.3
2/24/2020,1671.65
2/25/2020,1650.3
2/26/2020,1634.9
2/27/2020,1652
2/28/2020,1609.85
3/2/2020,1599.65
3/3/2020,1615.5
3/4/2020,1641.85
3/5/2020,1659.6
3/6/2020,1683.65
3/9/2020,1672.5
3/10/2020,1655.7
3/11/2020,1653.75
3/12/2020,1570.7
3/13/2020,1562.8
